County,Cases,Deaths
Allegan,3,0
Antrim,3,0
Arenac,1,0
Barry,2,0
Bay,9,0
Berrien,35,1
Branch,2,0
Calhoun,17,0
Cass,4,1
Charlevoix,4,0
Cheboygan,1,0
Chippewa,1,0
Clare,1,0
Clinton,24,0
Crawford,1,0
Delta,1,0
Detroit City,2080,75
Eaton,21,0
Emmet,5,0
Genesee,185,7
Gladwin,2,0
Gogebic,2,1
Grand Traverse,7,0
Gratiot,3,0
Hillsdale,14,1
Houghton,1,0
Huron,3,0
Ingham,91,0
Ionia,4,0
Iosco,1,0
Isabella,6,1
Jackson,47,1
Kalamazoo,24,1
Kalkaska,7,1
Kent,108,1
Lapeer,8,0
Leelanau,1,0
Lenawee,18,0
Livingston,80,2
Macomb,853,38
Manistee,1,0
Marquette,4,0
Mecosta,3,1
Midland,10,0
Missaukee,1,1
Monroe,49,0
Montcalm,5,0
Muskegon,18,2
Newaygo,1,0
Oakland,1591,70
Oceana,2,0
Ogemaw,1,0
Osceola,2,0
Oscoda,2,0
Otsego,19,0
Ottawa,31,0
Roscommon,1,0
Saginaw,51,0
Sanilac,7,0
Schoolcraft,1,0
Shiawassee,8,0
St. Clair,32,0
St. Joseph,4,0
Tuscola,9,2
Van Buren,7,0
Washtenaw,305,7
Wayne,1655,45
Wexford,2,0
Other*,93,0
Out of State,20,0
Total,7615,259
