County,Cases,Deaths
Alachua,209,0
Baker,17,3
Bay,55,2
Bradford,42,2
Brevard,215,7
Broward,3960,115
Calhoun,6,0
Charlotte,138,9
Citrus,83,8
Clay,227,11
Collier,460,8
Columbia,39,0
County,Cases,Deaths
Desoto,23,4
Dixie,3,0
Duval,847,15
Escambia,309,8
Flagler,75,2
Franklin,2,0
Gadsden,50,0
Gilchrist,4,0
Glades,5,1
Gulf,1,0
Hamilton,3,0
Hardee,4,0
Hendry,41,0
Hernando,84,3
Highlands,70,6
Hillsborough,952,19
Holmes,6,0
Indian River,84,3
Jackson,8,0
Jefferson,26,1
Lafayette,1,0
Lake,206,6
Lee,753,25
Leon,176,1
Levy,11,0
Liberty,2,0
Madison,21,0
Manatee,407,31
Marion,121,3
Martin,150,4
Miami-Dade,9166,202
Monroe,73,3
Nassau,43,0
Okaloosa,131,2
Okeechobee,7,0
Orange,1189,23
Osceola,406,5
Palm Beach,2156,121
Pasco,204,3
Pinellas,591,16
Polk,324,12
Putnam,56,1
Santa Rosa,138,6
Sarasota,283,23
Seminole,318,4
St. Johns,188,4
St. Lucie,202,14
Sumter,145,11
Suwannee,90,6
Taylor,1,0
Union,3,0
Unknown,3,0
Volusia,331,10
Wakulla,14,1
Walton,32,0
Washington,6,0
Total,25996,764
