County,Cases,Deaths
Albany,319,
Allegany,17,
Bronx,14327,
Broome,76,
Cattaraugus,12,
Cayuga,11,
Chautauqua,15,
Chemung,47,
Chenango,46,
Clinton,36,
Columbia,59,
Cortland,13,
Delaware,29,
Dutchess,1189,
Erie,1023,
Essex,7,
Franklin,10,
Fulton,11,
Genesee,23,
Greene,24,
Hamilton,2,
Herkimer,25,
Jefferson,33,
Kings,19702,
Lewis,6,
Livingston,22,
Madison,82,
Monroe,574,
Montgomery,15,
Nassau,15616,
New York,10440,
Niagara,120,
Oneida,100,
Onondaga,271,
Ontario,32,
Orange,3397,
Orleans,13,
Oswego,29,
Otsego,34,
Putnam,345,
Queens,23133,
Rensselaer,62,
Richmond,4579,
Rockland,5703,
Saratoga,153,
Schenectady,138,
Schoharie,11,
Schuyler,4,
Seneca,9,
St Lawrence,59,
Steuben,75,
Suffolk,13487,
Sullivan,253,
Tioga,8,
Tompkins,94,
Ulster,372,
Warren,26,
Washington,19,
Wayne,34,
Westchester,14294,
Wyoming,23,
Yates,1,
Totals,130689,
